Area Code,Block Number,Field,Structure Name,Structure Number,Struc Type Code,Authority Type,Authority Number,Authority Status,Bus Asc Name,Complex Id Num,Maj Struc Flag,Install Date,Removal Date,Site Clear Date,District Code,Heliport Flag,Lease Number,Water Depth (feet),INCs,Latitude,Longitude,Nad Year Cd,Proj Code,Ptfrm X Location,Ptfrm Y Location,Surf N S Dist,Surf N S Code,Surf E W Dist,Surf E W Code,Attended 8 Hr,Manned 24 Hr
EI,  119,EI126,P,1,FIXED,OCS Lease, 00049,TERMIN,Devon Louisiana Corporation,20846,Y,1/1/1960,8/7/2003,9/8/2003,3,N, 00049,37,16,28.981389,-91.485397,27,72,1951374.52,114484.20,4076,S,3559,E,N,N
EI,   77,EI077,2A,1,CAIS,OCS Lease, 00466,RELINQ,Hunt Oil Company,20847,N,1/1/1956,9/6/2006,12/16/2006,3,Y, 00466,25,8,29.156359,-91.505498,27,72,1945042.36,178120.10,4781,N,5131,W,N,N
EI,  100,EI100,JC19,1,FIXED,OCS Lease, 00796,PROD,"Arena Offshore, LP",20849,N,1/1/1961,,,3,N, 00796,23,14,29.055419,-91.452457,27,72,1961935.68,141392.36,1987,S,8020,E,N,N
EI,  100,EI100,18,1,FIXED,OCS Lease, 00796,PROD,"Arena Offshore, LP",20850,N,1/1/1961,,,3,N, 00796,23,21,29.059544,-91.452462,27,72,1961935.68,142892.36,3487,S,8020,E,N,N
EI,  120,EI126,CMP1,4,FIXED,OCS Lease, 00050,TERMIN,Apache Corporation,20885,Y,1/1/1955,,,3,Y, 00050,37,22,28.978445,-91.472074,27,72,1955633.52,113408.20,3000,S,700,W,Y,Y
EI,   51,EI045,B,1,FIXED,OCS Lease, 00078,TERMIN,"Devon Energy Production Company, L.P.",20888,Y,1/1/1949,12/13/2007,10/9/2008,3,N, 00078,17,49,29.236865,-91.684347,27,72,1888040.88,207525.26,4373,N,6804,E,N,N
EI,  196,EI205,C-PRD,2,FIXED,OCS Lease,G13821,RELINQ,"W & T Offshore, Inc.",21043,Y,1/1/1973,7/31/2012,5/11/2013,3,N,G13821,96,14,28.697191,-91.622828,27,72,1907167.04,11218.14,2300,S,2700,E,N,N
EI,   88,EI089,6,1,CAIS,OCS Lease, 00043,TERMIN,Odeco Oil & Gas Company,21347,N,1/1/1971,1/3/1990,1/3/1990,3,N, 00043,20,4,29.097313,-91.709136,27,72,1879967.72,156803.94,2900,S,145,W,N,N
EI,   90,EI089,10,2,CAIS,OCS Lease, 00229,TERMIN,"W & T Offshore, Inc.",21349,N,1/1/1982,10/28/2016,1/16/2017,3,N, 00229,22,4,29.089518,-91.760393,27,72,1863585.56,154026.94,123,S,1215,E,N,N
EI,  105,EI100,A-QTR,1,FIXED,OCS Lease, 00797,TERMIN,Fieldwood Energy LLC,21409,Y,1/1/1961,10/31/2014,1/4/2015,3,N, 00797,24,15,29.040606,-91.451125,27,72,1962355.68,136005.36,3400,N,7600,E,N,N
EI,  129,EI128,FH,7,FIXED,Right-of-Use and Easement,G30029,TERMIN,"Maritech Resources, Inc.",21468,N,1/1/1959,9/12/2011,9/5/2013,3,N,,45,1,28.959633,-91.623895,27,72,1907067.04,106658.20,10749,S,2800,W,N,N
EI,   63,EI077,B,2,FIXED,Right-of-Use and Easement,G30244,TERMIN,Fieldwood Energy Offshore LLC,21515,Y,1/1/1983,7/8/2021,9/27/2021,3,Y,,25,91,29.174357,-91.532982,27,72,1936280.36,184679.10,1778,S,3631,E,Y,Y
EI,   64,EI064,1,1,CAIS,OCS Lease,G02098,TERMIN,Chevron U.S.A. Inc.,21516,N,1/1/1971,10/9/2003,6/27/2004,3,N,G02098,25,7,29.182525,-91.609498,27,72,1911867.04,187700.10,4799,S,2000,W,N,N
EI,   74,EI074,2,1,CAIS,OCS Lease,G02099,TERMIN,Chevron U.S.A. Inc.,21518,N,1/1/1972,9/9/2012,9/17/2012,3,N,G02099,16,14,29.140762,-91.639243,27,72,1902333.88,172537.52,4135,S,7489,W,N,N
EI,   89,EI089,2,1,WP,OCS Lease, 00044,TERMIN,"Gulfstream Resources, Inc.",21523,N,1/1/1960,5/6/1992,5/6/1992,3,N, 00044,22,2,29.107074,-91.75455,27,72,1865475.56,160403.94,6500,S,675,W,N,N
EI,  128A,EI128,1,1,CAIS,OCS Lease, 00442,TERMIN,Talos ERT LLC,21546,N,1/1/1957,12/31/1986,12/31/1986,3,N, 00442,55,28,28.942482,-91.609465,27,72,1911667.04,100409.62,4500,S,1800,W,N,N
EI,  259,EI276,B,1,FIXED,OCS Lease,G00985,PROD,"Cox Operating, L.L.C.",21567,Y,1/1/1966,,,3,Y,G00985,170,107,28.459091,-91.464851,27,72,1957726.52,-75467.34,2606,S,2793,W,N,N
EI,  292,EI292,A,1,WP,OCS Lease,G00994,TERMIN,Sabine Oil & Gas Corporation,21577,N,1/1/1964,8/7/2000,9/11/2000,3,Y,G00994,215,5,28.332386,-91.708066,27,72,1879399.72,-121377.08,192,S,423,E,N,N
EI,  306,EI306,B,1,FIXED,OCS Lease,G02109,TERMIN,Apache Corporation,21578,Y,1/1/1973,7/26/2012,9/10/2012,3,N,G02109,225,40,28.301003,-91.603181,27,72,1913128.04,-132886.66,3181,S,3261,W,N,N
EI,   32,EI032,23,5,CAIS,OCS Lease, 00196,PROD,"Cox Operating, L.L.C.",21798,N,1/1/1979,,,3,Y, 00196,10,1,29.311223,-91.53584,27,72,1935456.36,234450.42,6445,N,4455,E,Y,Y
EI,   64,EI064,4,1,CAIS,OCS Lease,G01865,PROD,Chevron U.S.A. Inc.,21821,N,1/1/1973,11/28/2009,12/7/2009,3,N,G01865,22,5,29.195983,-91.611823,27,72,1911137.04,192595.68,4804,N,1270,W,N,N
EI,   57,EI057,1,1,FIXED,OCS Lease,G02601,TERMIN,"Arena Offshore, LP",21835,N,1/1/1974,8/12/2021,2/11/2022,3,N,G02601,12,13,29.247716,-91.396022,27,72,1980006.84,211305.26,593,N,4971,E,N,N
EI,  305,EI305,A,1,FIXED,OCS Lease,G02108,TERMIN,"Maritech Resources, Inc.",21844,N,1/1/1975,7/21/2009,4/1/2010,3,N,G02108,221,14,28.330451,-91.535137,27,72,1935052.36,-122221.08,652,N,4859,E,N,N
EI,  120,EI126,9,1,CAIS,OCS Lease, 00050,TERMIN,Apache Corporation,21926,N,1/1/1976,,,3,N, 00050,37,6,28.987465,-91.457778,27,72,1960208.52,116683.20,6275,S,5275,W,N,N
EI,   57,EI057,G,1,CAIS,OCS Lease,G02601,TERMIN,"Arena Offshore, LP",2193,N,4/27/2008,8/10/2021,2/11/2022,3,N,G02601,12,1,29.24771612,-91.39602244,27,72,1980006.84,211305.26,593,N,4971,E,N,N
EI,  256,EI258,A,1,FIXED,OCS Lease,G02102,TERMIN,Pogo Producing Company,22065,Y,1/1/1977,7/26/2009,5/23/2010,3,N,G02102,137,67,28.508354,-91.35232,27,72,1993900,-57574.76,6000,S,6100,E,N,N
EI,  365,EI348,A,1,FIXED,OCS Lease,G13628,TERMIN,"Maritech Resources, Inc.",22109,Y,1/1/1978,5/30/2009,5/30/2009,3,N,G13628,333,33,28.131525,-91.452931,27,72,1961433.52,-194611.98,550,N,6500,W,N,N
EI,   72,EI072,1,1,CAIS,OCS Lease,G03151,TERMIN,Texaco Inc.,22179,N,1/1/1979,11/12/1989,11/12/1989,3,N,G03151,22,4,29.138539,-91.75429,27,72,1865600.56,171845.52,3443,S,800,W,N,N
EI,   38,EI057,14,1,CAIS,OCS Lease,G02894,TERMIN,Samedan Oil Corporation,22216,N,1/1/1978,8/2/2003,1/23/2004,3,N,G02894,10,4,29.253274,-91.423398,27,72,1971277.68,213332.26,1434,S,1322,W,N,N
EI,   24,EI024,2,1,CAIS,OCS Lease,G02893,PROD,Union Oil Company of California,22342,N,1/1/1980,11/6/2004,1/31/2005,3,N,G02893,14,7,29.359826,-91.771613,27,72,1860377.56,252334,3060,N,4423,E,N,N
EI,  267,EI266,I,1,FIXED,OCS Lease, 00812,UNIT,"Mariner Energy, Inc.",22343,Y,1/1/1980,12/7/2009,12/6/2009,3,N, 00812,176,65,28.467625,-91.820559,27,72,1843405.40,-72055.11,2216,N,6373,E,N,N
EI,   47,EI047,8,1,CAIS,OCS Lease, 00317,TERMIN,Murphy Exploration & Production Company,22480,N,1/1/1981,8/22/1997,9/29/1997,3,N, 00317,23,8,29.274891,-91.814209,27,72,1846678.480644,221503.30,5600,N,3100,E,N,N
EI,  188,EI188,JA,1,FIXED,OCS Lease, 00443,TERMIN,Apache Corporation,22678,Y,1/1/1982,7/14/2011,9/11/2011,3,N, 00443,70,31,28.744165,-91.408124,27,72,1976027.84,28191.72,4775,S,8950,E,N,N
EI,   10,EI024,A,1,FIXED,OCS Lease,G02892,TERMIN,Hess Corporation,22700,Y,1/1/1982,9/13/1996,11/13/1996,3,N,G02892,13,23,29.370701,-91.792874,27,72,1853620.416824,256315,921,S,3842,W,N,N
EI,   10,EI024,B-QTR,2,FIXED,OCS Lease,G02892,TERMIN,Hess Corporation,22700,N,1/1/1982,9/13/1996,11/13/1996,3,N,G02892,13,8,29.370231,-91.792649,27,72,1853691.413701,256144,750,S,3913,W,N,N
EI,  182,EI175,A,1,FIXED,OCS Lease,G04452,PROD,"Arena Offshore, LP",22858,Y,1/1/1983,,,3,Y,G04452,88,76,28.760793,-91.696479,27,72,1883622.72,34415.30,3500,N,3800,W,Y,Y
EI,  215,EI208,D01,1,WP,OCS Lease, 00578,TERMIN,McMoRan Oil & Gas LLC,22866,N,1/1/1983,9/14/2003,1/22/2004,3,Y, 00578,98,20,28.649599,-91.486288,27,72,1950928.52,-6174.44,594,N,4005,E,N,N
EI,   42,EI053,6,1,CAIS,OCS Lease,G04858,TERMIN,"EnVen Energy Ventures, LLC",22894,N,1/1/1984,8/9/2011,8/22/2011,3,N,G04858,15,4,29.25932,-91.571068,27,72,1924189.20,215598.26,3700,S,700,E,N,N
EI,  352,EI361,B,1,FIXED,OCS Lease,G03410,TERMIN,Chevron U.S.A. Inc.,22957,Y,1/1/1984,9/23/2009,11/28/2009,3,N,G03410,305,11,28.161719,-91.640957,27,72,1900830.88,-183516.40,3953,N,5986,W,N,N
EI,   42,EI053,5,3,CAIS,OCS Lease,G04858,TERMIN,"EnVen Energy Ventures, LLC",22987,N,1/1/1984,8/8/2011,8/6/2014,3,N,G04858,14,5,29.253538,-91.575131,27,72,1922889.20,213498.26,1600,S,2000,E,N,N
EI,  308,EI292,A,1,FIXED,OCS Lease,G00996,TERMIN,"Noble Energy, Inc.",23117,Y,1/1/1985,7/29/2010,10/19/2010,3,N,G00996,223,103,28.30005,-91.671445,27,72,1891150.88,-133174.66,2893,S,3694,E,N,N
EI,  316,EI330,A,1,FIXED,OCS Lease,G05040,PROD,"Arena Offshore, LP",23162,Y,1/1/1984,,,3,Y,G05040,240,85,28.262533,-91.647572,27,72,1898798.88,-146842.24,3724,S,3954,W,Y,Y
EI,   85,EI085,A,1,FIXED,OCS Lease,G05487,TERMIN,BP America Production Company,23184,Y,1/1/1985,11/13/1989,11/13/1989,3,N,G05487,27,1,29.098831,-91.540203,27,72,1933926.36,157218.94,3315,S,5985,E,N,N
EI,   45,EI045,5,1,CAIS,OCS Lease,G03991,TERMIN,Seagull Energy E&P Inc.,23187,N,1/1/1985,7/18/1998,8/7/1999,3,N,G03991,21,6,29.263218,-91.74972,27,72,1867224.56,217178.26,5280,S,2424,W,N,N
EI,   45,EI045,7,1,CAIS,OCS Lease,G03991,TERMIN,Seagull Energy E&P Inc.,23262,N,1/1/1985,12/2/1989,12/2/1989,3,N,G03991,24,2,29.253256,-91.736389,27,72,1871462.56,213540.26,1642,S,6662,W,N,N
EI,  129,EI128,7,1,CAIS,OCS Lease, 00054,TERMIN,Devon Louisiana Corporation,23296,N,1/1/1987,8/11/2003,9/9/2003,3,N, 00054,50,2,28.967136,-91.620696,27,72,1908097.04,109384.20,1024,N,1770,E,N,N
EI,  336,EI337,A,1,FIXED,OCS Lease,G05521,TERMIN,"Dominion Exploration & Production, Inc.",23298,Y,1/1/1987,6/9/1995,8/20/1995,3,N,G05521,265,20,28.189879,-91.767029,27,72,1860227.56,-173142.40,6421,S,4573,E,N,N
EI,  190,EI188,A,1,FIXED,OCS Lease,G08434,TERMIN,"Millennium Offshore Group, Inc.",23304,Y,1/1/1987,11/21/2010,1/29/2011,3,Y,G08434,70,14,28.71656,-91.360641,27,72,1991244.84,18145.72,5271,N,6267,W,N,N
EI,  120,EI126,11,1,CAIS,OCS Lease, 00050,TERMIN,Apache Corporation,23323,N,1/1/1988,,,3,N, 00050,36,11,28.987888,-91.467142,27,72,1957214.52,116840.20,6432,S,2281,W,N,N
EI,  125,EI126,R,1,FIXED,OCS Lease, 00051,TERMIN,Apache Corporation,23572,N,1/1/1989,,,3,Y, 00051,40,7,28.964861,-91.471183,27,72,1955912.52,108468.20,1940,N,979,W,N,N
EI,   30,EI030,JA,1,FIXED,OCS Lease,G09574,TERMIN,"Sojitz Energy Venture, Inc.",23904,Y,1/1/1990,7/4/2016,8/31/2016,3,N,G09574,13,26,29.298483,-91.627259,27,72,1906307.04,229880.84,3484,S,3560,E,N,N
EI,   53,EI053,B,1,FIXED,OCS Lease, 00479,PROD,Fieldwood Energy LLC,23906,Y,1/1/1990,,,3,Y, 00479,22,25,29.216772,-91.604263,27,72,1913567.04,200149.68,2750,S,3700,W,N,N
EI,  107,EI108,4,1,CAIS,OCS Lease,G03810,TERMIN,"Vastar Resources, Inc.",23917,N,1/1/1990,10/29/1994,10/29/1994,3,N,G03810,28,4,29.030551,-91.566617,27,72,1925439.20,132405.36,7000,N,550,W,N,N
EI,  230,EI238,CD,1,FIXED,OCS Lease,G00979,RELINQ,Chevron U.S.A. Inc.,23922,Y,1/1/1990,8/28/2010,9/15/2011,3,N,G00979,123,22,28.58562,-91.518793,27,72,1940462.36,-29426.60,5151,S,551,W,N,N
EI,  312,EI333,C,1,FIXED,OCS Lease,G22679,TERMIN,Fieldwood Energy LLC,23949,Y,1/1/1991,10/14/2019,7/18/2021,3,N,G22679,225,34,28.28059267,-91.80171963,27,72,1849182.40,-140104.13,6038,N,596,E,N,N
EI,  189,EI188,JG,1,CAIS,OCS Lease, 00423,TERMIN,Apache Corporation,26075,N,1/1/1994,,,3,N, 00423,59,24,28.76919022,-91.35627649,27,72,1992648,37285.30,630,N,7352,E,N,N
EI,  242,EI243,C,1,WP,OCS Lease,G02898,TERMIN,Talos Petroleum LLC,26129,N,1/1/1995,10/23/2012,5/25/2013,3,N,G02898,152,11,28.569406,-91.749586,27,72,1866350.56,-35128.60,551,N,1550,W,N,N
EI,  118,EI108,1,1,CAIS,OCS Lease,G15242,TERMIN,"W & T Offshore, Inc.",32036,N,7/28/1996,8/13/2008,10/10/2008,3,N,G15242,38,1,29.0022588,-91.5615248,27,72,1927046,122113.78,2793,N,2157,W,N,N
EI,  323,EI322,A,1,FIXED,OCS Lease,G15261,TERMIN,Murphy Exploration & Production Company - USA,46,N,12/2/1997,8/6/2005,7/14/2007,3,N,G15261,265,3,28.23901688,-91.33749318,27,72,1998660,-155534.24,4968,N,1340,E,N,N
EI,  120,EI126,19,1,CAIS,OCS Lease, 00050,TERMIN,Apache Corporation,554,N,11/19/1999,,,3,N, 00050,34,5,28.99900611,-91.44525908,27,72,1964215.68,120875.78,4031,N,5740,E,N,N
EI,  202,EI198,A,1,FIXED,OCS Lease,G05499,TERMIN,McMoRan Oil & Gas LLC,597,N,12/31/1999,6/23/2011,7/27/2011,3,Y,G05499,109,8,28.68164303,-91.76442862,27,72,1861738.56,5706.56,11287,S,3062,E,N,N
EI,  202,EI198,B,1,FIXED,OCS Lease,G05499,TERMIN,McMoRan Oil & Gas LLC,598,Y,12/23/1999,6/27/2011,7/27/2011,3,Y,G05499,110,5,28.65259488,-91.77339729,27,72,1858821.56,-4846.44,734,S,5979,E,N,N
EI,  227,EI205,B,1,FIXED,OCS Lease,G36745,PRIMRY,"Arena Offshore, LP",1004,N,8/4/2001,,,3,Y, 00809,121,10,28.60745892,-91.63013608,27,72,1904739.04,-21409.02,1330,N,5128,E,N,N
EI,  120,EI126,15,1,CAIS,OCS Lease, 00050,TERMIN,Apache Corporation,117,N,12/15/1997,,,3,N, 00050,35,4,28.98330919,-91.45020204,27,72,1962629.52,115169.20,4761,S,7696,W,N,N
EI,  355,EI355,A,1,WP,OCS Lease,G19797,TERMIN,Fieldwood Energy Offshore LLC,1333,N,3/14/2004,8/29/2018,10/13/2018,3,Y,G19797,288,11,28.13432603,-91.77735524,27,72,1856821.40,-193335.98,726,S,7043,W,N,N
EI,  364,EI348,A,1,FIXED,OCS Lease,G19799,TERMIN,"Energy XXI GOM, LLC",1447,Y,6/2/2004,,,3,Y,G19799,360,20,28.10809786,-91.47939934,27,72,1952887.52,-203123.56,5437,S,2046,E,Y,N
EI,  113B,WILD,A,1,FIXED,OCS Lease,G22662,RELINQ,"LLOG Exploration Offshore, L.L.C.",1581,N,2/16/2005,8/8/2011,8/19/2011,3,N,G22662,53,7,28.99283353,-91.78461085,27,72,1855711.40,118897.78,6009,N,5933,W,N,N
EI,   85,WILD,CAIS.#1,1,CAIS,OCS Lease,G16347,EXPIR,Westport Resources Corporation,166,N,2/5/1998,7/7/2002,7/25/2002,3,N,G16347,27,1,29.09713276,-91.53613537,27,72,1935224.36,156598.94,2695,S,4687,E,N,N
EI,  324,WILD,B,1,FIXED,OCS Lease,G26041,TERMIN,"Ridgelake Energy, Inc.",1731,N,8/7/2005,6/24/2010,7/5/2010,3,N,G26041,254,4,28.24976621,-91.38844217,27,72,1982249.84,-151620.24,1054,N,2728,E,N,N
EI,  182,EI175,K,1,CAIS,OCS Lease,G04452,PROD,"Arena Offshore, LP",1796,N,12/18/2005,10/21/2021,11/20/2021,3,Y,G04452,94,6,28.74446307,-91.67112308,27,72,1891730.88,28451.72,5035,S,3114,E,N,N
EI,  166,WILD,A,1,CAIS,OCS Lease,G22664,TERMIN,Talos Petroleum LLC,1879,N,5/5/2006,11/8/2012,4/30/2013,3,Y,G22664,43,1,28.84320045,-91.34835788,27,72,1995189,64199.46,2713,N,4811,E,N,N
EI,   10,WILD,E,1,FIXED,OCS Lease,G23851,PROD,"Contango Operators, Inc.",2003,N,2/7/2007,,,3,N,G23851,12,2,29.38359578,-91.7687249,27,72,1861330.56,260974,5580,S,3470,E,N,N
EI,   95,EI089,F,1,FIXED,OCS Lease, 00046,TERMIN,"W & T Offshore, Inc.",20567,Y,1/1/1954,8/21/2017,12/19/2017,3,N, 00046,17,130,29.08748886,-91.6988907,27,72,1883228.72,153220.94,683,N,3406,W,N,N
EI,  296,EI296,A,1,FIXED,OCS Lease,G02105,TERMIN,Apache Corporation,20591,Y,1/1/1972,8/31/2011,8/31/2011,3,N,G02105,210,52,28.34688,-91.559587,27,72,1927195.20,-116231.08,5338,S,2306,W,N,N
EI,   32,EI032,18,1,CAIS,OCS Lease, 00196,PROD,Union Oil Company of California,20663,N,1/1/1965,12/14/1995,1/1/1996,3,N, 00196,12,3,29.297332,-91.531561,27,72,1936811.36,229396.84,3000,S,3100,E,N,N
EI,   32,EI032,H,1,CAIS,OCS Lease, 00196,PROD,"Cox Operating, L.L.C.",20693,N,1/1/1957,,,3,N, 00196,12,16,29.307211,-91.525714,27,72,1938681.36,232985.84,6589,S,1230,E,N,N
EI,   32,EI032,27,4,CAIS,OCS Lease, 00196,PROD,"Cox Operating, L.L.C.",20701,N,1/1/1994,,,3,N, 00196,12,2,29.30053659,-91.52949682,27,72,1937471.36,230560.84,4164,S,2440,E,N,N
EI,  188,EI188,A,1,FIXED,Right-of-Way,G29057,EXP,Fieldwood Energy LLC,20745,N,1/1/1958,,,3,N,,70,25,28.75362,-91.389472,27,72,1982007.84,31626.72,8210,S,2970,E,N,N
EI,  189,EI188,6,1,WP,OCS Lease, 00423,TERMIN,Apache Corporation,20750,N,1/1/1959,7/31/2005,1/16/2006,3,N, 00423,65,22,28.752669,-91.375057,27,72,1986627.84,31278.72,7862,S,1650,W,N,N
EI,  125,EI126,4,1,WP,OCS Lease, 00051,TERMIN,"Devon Energy Production Company, L.P.",20832,N,1/1/1972,10/12/2009,11/2/2014,3,N, 00051,40,3,28.961951,-91.467236,27,72,1957173.52,107408.20,3000,N,2240,W,N,N
EI,  119,EI126,J,1,FIXED,OCS Lease, 00049,TERMIN,Devon Louisiana Corporation,20843,Y,1/1/1955,8/23/2000,11/2/2000,3,N, 00049,36,8,28.986289,-91.478343,27,72,1953632.52,116263.20,5855,S,1301,E,N,N
EI,  129,EI128,B,1,FIXED,OCS Lease, 00054,TERMIN,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,20868,Y,1/1/1955,11/8/1990,11/8/1990,3,N, 00054,52,1,28.96556,-91.6297,27,72,1905215.770422,108818.20,1590,N,7043,W,N,N
EI,  100,EI100,D-QTR,4,FIXED,OCS Lease, 00796,PROD,"Arena Offshore, LP",20870,Y,1/1/1962,,,3,Y, 00796,23,28,29.06192222,-91.44645573,27,72,1963855.68,143755.36,4350,S,6100,E,Y,Y
EI,  120,EI126,FIRE STA,6,FIXED,OCS Lease, 00050,TERMIN,Apache Corporation,20885,N,1/1/1955,,,3,Y, 00050,37,1,28.978994,-91.473482,27,72,1955183.52,113608.20,3200,S,250,W,Y,Y
EI,   62,EI077,1,1,CAIS,OCS Lease, 00424,RELINQ,Hunt Oil Company,20897,N,1/1/1959,9/2/2006,12/16/2006,3,N, 00424,25,4,29.177744,-91.514756,27,72,1942099.36,185901.10,3000,S,2188,W,N,N
EI,  199,EI198,A-QRT,1,FIXED,OCS Lease, 00437,TERMIN,"Kinetica Partners, LLC",20917,N,1/1/1958,7/22/2000,5/20/2001,3,N, 00437,108,109,28.704223,-91.764332,27,72,1861800.56,13918.14,5000,S,3000,E,N,N
EI,  205,EI205,D,1,FIXED,OCS Lease, 00805,RELINQ,"W & T Offshore, Inc.",21004,N,1/1/1973,6/29/2012,11/30/2012,3,N, 00805,105,52,28.661511,-91.624391,27,72,1906633.04,-1756.44,3824,S,3234,E,N,N
EI,  206,EI205,A,1,FIXED,OCS Lease, 00806,RELINQ,"W & T Offshore, Inc.",21032,Y,1/1/1970,7/24/2012,12/5/2012,3,N, 00806,100,179,28.678899,-91.613235,27,72,1910227.04,4558.14,4360,N,360,W,N,N
EI,   90,EI089,CF,1,FIXED,OCS Lease, 00229,TERMIN,Offshore Energy I LLC,21339,Y,1/1/1960,8/30/1996,8/30/1996,3,N, 00229,23,81,29.092751,-91.761612,27,72,1863200.56,155203.94,1300,S,1600,E,N,N
EI,  105,EI100,3,1,WP,OCS Lease, 00797,TERMIN,Fieldwood Energy LLC,21358,N,1/1/1961,10/15/2014,1/4/2015,3,N, 00797,24,7,29.043794,-91.455726,27,72,1960886.52,137166.36,2239,N,5953,W,N,N
EI,  105,EI100,A-PRD,2,FIXED,OCS Lease, 00797,TERMIN,Fieldwood Energy LLC,21409,Y,1/1/1961,10/28/2014,1/4/2015,3,N, 00797,24,29,29.040881,-91.451126,27,72,1962355.68,136105.36,3300,N,7600,E,N,N
EI,  105,EI100,A-AUX,3,FIXED,OCS Lease, 00797,TERMIN,Fieldwood Energy LLC,21409,N,1/1/1987,10/23/2014,1/4/2015,3,N, 00797,24,11,29.040881,-91.451126,27,72,1962355.68,136105.36,3300,N,7600,E,N,N
EI,  215,EI208,B-PRD,2,FIXED,OCS Lease,G36940,PRIMRY,"Arena Offshore, LP",21448,Y,1/1/1972,,,3,Y, 00578,103,44,28.6344,-91.489054,27,72,1950033.52,-11700.44,6120,N,4900,E,Y,Y
EI,  129,EI128,CF PROD,1,FIXED,Right-of-Use and Easement,G30029,TERMIN,"Maritech Resources, Inc.",21468,Y,1/1/1959,9/12/2011,9/5/2013,3,N,,45,121,28.959632,-91.62452,27,72,1906867.04,106658.20,3750,N,3000,E,N,N
EI,  129,EI128,CF-MP-VALVE,2,FIXED,Right-of-Use and Easement,G30029,TERMIN,"Maritech Resources, Inc.",21468,Y,1/1/1959,9/12/2011,9/5/2013,3,N,,45,24,28.959631,-91.624833,27,72,1906767.04,106658.20,3750,N,3100,E,N,N
EI,  129,EI128,CF-GM#1,3,FIXED,OCS Lease, 00054,TERMIN,"Maritech Resources, Inc.",21468,Y,1/1/1959,6/14/2004,10/20/2004,3,N,,45,8,28.959355,-91.625144,27,72,1906667.04,106558.20,3850,N,3200,E,N,N
EI,   51,EI045,1,1,CAIS,OCS Lease, 00078,TERMIN,"Devon Energy Production Company, L.P.",21512,N,1/1/1961,1/20/2007,5/17/2008,3,N, 00078,20,5,29.24747,-91.700746,27,72,1882822.72,211398.26,500,N,3000,W,N,N
EI,   51,EI045,4,1,CAIS,OCS Lease, 00078,TERMIN,"Devon Energy Production Company, L.P.",21514,N,1/1/1963,1/27/2007,3/30/2008,3,N, 00078,22,2,29.247954,-91.695025,27,72,1884647.72,211568.26,330,N,4825,W,N,N
EI,   95,EI089,3,1,CAIS,OCS Lease, 00046,TERMIN,Apache Corporation,21532,N,1/1/1967,11/10/1993,11/10/1993,3,N, 00046,17,7,29.068879,-91.699155,27,72,1883122.72,146453.94,7450,N,3300,W,N,N
EI,  128A,EI128,JC,3,FIXED,OCS Lease, 00442,TERMIN,Talos ERT LLC,21546,Y,1/1/1986,6/24/2010,8/16/2010,3,N, 00442,55,20,28.94315,-91.609364,27,72,1911700.04,100652.62,4743,S,1833,W,N,N
EI,  259,EI276,C,1,FIXED,OCS Lease,G00985,PROD,"Cox Operating, L.L.C.",21568,Y,1/1/1968,,,3,Y,G00985,160,143,28.477573,-91.440893,27,72,1965433.68,-68753.76,5179,N,4522,E,Y,Y
EI,  276,EI276,C,1,FIXED,OCS Lease,G00989,PROD,"Arena Offshore, LP",21572,Y,1/1/1966,,,3,Y,G00989,168,57,28.448814,-91.44943,27,72,1962679.52,-79210.34,1137,N,7746,W,N,N
EI,  276,EI276,D,1,FIXED,OCS Lease,G00989,PROD,Union Oil Company of California,21573,Y,1/1/1968,9/2/2010,9/2/2010,3,N,G00989,176,26,28.428485,-91.465847,27,72,1957393.52,-86598.34,8525,N,2460,W,N,N
EI,  342,EI342,A,1,FIXED,OCS Lease,G02319,TERMIN,Sabine Oil & Gas Corporation,21767,Y,1/1/1973,6/10/1999,,3,N,G02319,285,16,28.179525,-91.483098,27,72,1951728.52,-177141.40,2422,S,3205,E,N,N
EI,   32,EI032,24,6,CAIS,OCS Lease, 00196,PROD,"Cox Operating, L.L.C.",21798,N,1/1/1979,,,3,Y, 00196,10,5,29.311301,-91.535692,27,72,1935503.36,234478.42,6417,N,4408,E,Y,Y
EI,   65,EI064,CA #1,1,CAIS,Right-of-Use and Easement,G30338,Approved,"Cox Operating, L.L.C.",21820,N,1/1/1974,,,3,Y,,25,23,29.190222,-91.617009,27,72,1909477.04,190504.68,6895,N,390,E,Y,Y
EI,   57,EI057,2,1,WP,OCS Lease,G02601,TERMIN,"Northstar Offshore Energy Partners, LLC",21836,N,1/1/1974,7/13/2011,9/10/2011,3,N,G02601,10,7,29.247439,-91.387139,27,72,1982839.84,211203.26,695,N,2138,E,N,N
EI,  227,EI205,C,1,FIXED,OCS Lease, 00809,RELINQ,"Arena Offshore, LP",1005,N,8/9/2001,7/7/2021,7/10/2021,3,Y, 00809,134,9,28.57900089,-91.65660375,27,72,1896214.88,-31735.60,2842,S,1370,W,N,N
EI,  302,WILD,A,1,FIXED,OCS Lease,G21642,PROD,Talos ERT LLC,1038,Y,3/7/2002,9/28/2009,9/12/2010,3,N,G21642,224,2,28.31749994,-91.39061955,27,72,1981560.84,-126984.08,5415,N,3417,E,N,N
