Area Code,Block Number,Field,Structure Name,Structure Number,Struc Type Code,Authority Type,Authority Number,Authority Status,Bus Asc Name,Complex Id Num,Maj Struc Flag,Install Date,Removal Date,Site Clear Date,District Code,Heliport Flag,Lease Number,Water Depth (feet),INCs,Latitude,Longitude,Nad Year Cd,Proj Code,Ptfrm X Location,Ptfrm Y Location,Surf N S Dist,Surf N S Code,Surf E W Dist,Surf E W Code,Attended 8 Hr,Manned 24 Hr
SS,  268,SS274,D,1,FIXED,OCS Lease,G07757,TERMIN,"Maritech Resources, Inc.",26092,Y,12/5/1994,6/8/2001,6/16/2001,2,Y,G07757,191,4,28.35405174,-91.14782023,27,72,2059691,-113646.16,3892,N,2709,E,N,N
SS,  148,SS154,K,3,FIXED,OCS Lease,G11983,TERMIN,"W & T Offshore, Inc.",32008,N,1/1/2006,3/3/2014,5/2/2014,2,Y,G11983,44,1,28.7356277,-91.18636435,27,72,2047111,25109.2260,4752,N,311,W,N,N
SS,  295,EI322,A,1,FIXED,OCS Lease,G21116,RELINQ,"Apache Shelf, Inc.",751,Y,8/10/2000,6/15/2014,7/5/2014,2,Y,G21116,260,21,28.2705019,-91.31852712,27,72,2004768,-144082.24,6405,N,4768,W,N,N
SS,  194,,A,1,FIXED,OCS Lease,G15288,TERMIN,Fieldwood Energy LLC,80002,N,1/2/1997,,,2,Y,G15288,80,18,28.59330114,-91.0697027,27,72,2084626,-26583.9260,599,N,6626,W,N,N
SS,  153,SS154,#3,1,WP,OCS Lease,G18011,TERMIN,Fieldwood Energy LLC,1515,N,9/1/2004,7/22/2018,8/19/2018,2,Y,G18011,56,4,28.70991152,-91.2376474,27,72,2030680,15739.6880,160,N,520,E,N,N
SS,   97,SS99,1,1,CAIS,OCS Lease,G24922,TERMIN,Talos Petroleum LLC,1687,N,4/9/2005,9/5/2012,9/23/2012,2,N,G24922,23,2,28.89047967,-91.01688843,27,72,2101281,81532.3780,4175,N,7681,W,N,N
SS,  193,SS169,M,1,FIXED,OCS Lease,G13917,PROD,GOM Shelf LLC,1822,N,2/10/2006,,,2,Y,G13917,87,1,28.57070309,-91.01020194,27,72,2103749,-34753.4640,5193,S,5451,E,N,N
SS,  154,SS154,I,1,FIXED,OCS Lease, 00420,PROD,"Century Exploration New Orleans, LLC",20530,Y,1/1/1965,11/5/2010,11/23/2010,2,N, 00420,62,25,28.68568,-91.206355,27,72,2040723,6937.15,4999,S,6077,E,N,N
SS,  219,SS204,B,1,FIXED,OCS Lease,G36942,PROD,"Renaissance Offshore, LLC",20604,Y,1/1/1969,,,2,Y, 00829,110,112,28.492212,-91.099923,27,72,2075000,-63369.54,4500,S,3000,E,Y,Y
SS,  209,SS208,A,1,FIXED,OCS Lease, 00827,PROD,"Cox Operating, L.L.C.",20628,Y,1/1/1972,5/6/2010,,2,Y, 00827,95,48,28.528887,-90.871013,27,72,2148500,-49808,4100,S,7500,E,Y,Y
SS,   99,SS107,2,1,CAIS,OCS Lease,G01007,TERMIN,Chevron U.S.A. Inc.,20763,N,1/1/1962,1/28/1993,1/28/1993,2,N,G01007,20,1,28.865594,-91.120925,27,72,2068000,72405.84,660,S,5600,W,N,N
SS,   31,SS032,6,1,FIXED,OCS Lease, 00334,TERMIN,Anadarko US Offshore LLC,21171,Y,1/1/1969,8/15/1996,10/4/1996,2,N, 00334,18,1,29.113215,-91.287926,27,72,2014501,162392.60,7084,N,1099,E,N,N
SS,   32,SS032,12(Removed},1,CAIS,OCS Lease, 00335,TERMIN,Anadarko US Offshore LLC,21175,N,1/1/1973,8/18/1997,8/18/1997,2,N, 00335,19,3,29.062099,-91.297066,27,72,2011588,143803.53,2250,S,4012,E,N,N
SS,   28,SS028,C,1,FIXED,OCS Lease, 00346,UNIT,Anadarko US Offshore LLC,21202,N,1/1/1966,1/28/2001,12/4/2001,2,Y, 00346,15,14,29.111488,-91.161942,27,72,2054735,161802.60,7674,N,7935,W,N,N
SS,   28,SS028,G,1,CAIS,OCS Lease, 00346,UNIT,Anadarko US Offshore LLC,21261,N,1/1/1958,2/11/1995,3/7/1995,2,N, 00346,12,3,29.118044,-91.1708,27,72,2051903,164182.60,5294,N,5103,W,N,N
SS,  119,SS113,5,1,CAIS,OCS Lease, 00069,UNIT,Bois d'Arc Offshore Ltd.,21277,N,1/1/1973,8/10/2006,3/3/2007,2,N, 00069,43,4,28.819477,-90.934387,27,72,2127776,55794.30,1990,N,2976,W,N,N
SS,  114,SS113,12,1,WP,OCS Lease, 00064,UNIT,Talos Petroleum LLC,21285,N,1/1/1967,7/19/2012,10/19/2013,2,N, 00064,51,15,28.834527,-90.839966,27,72,2157994,61385.30,3601,S,1994,W,N,N
SS,  114,SS113,11,1,WP,OCS Lease, 00064,UNIT,"Comstock Offshore, LLC",21363,N,1/1/1966,6/17/1996,8/28/1996,2,N, 00064,42,1,28.852734,-90.831656,27,72,2160626,68017.84,3728,N,4626,W,N,N
SS,  113,SS113,14,1,WP,OCS Lease, 00067,UNIT,Bois d'Arc Offshore Ltd.,21373,N,1/1/1967,8/23/2006,7/21/2007,2,N, 00067,49,4,28.835864,-90.84869,27,72,2155198,61859.30,4075,S,802,E,N,N
SS,   93,SS113,10,1,CAIS,OCS Lease, 00063,UNIT,"Comstock Offshore, LLC",21386,N,1/1/1970,8/4/1993,8/4/1993,2,N, 00063,25,2,28.884368,-90.842278,27,72,2157176,79506.84,7761,S,1176,W,N,N
SS,  214,SS208,C,1,FIXED,OCS Lease, 00828,PROD,Kerr-McGee Corporation,21394,Y,1/1/1966,9/22/1993,9/22/1993,2,N, 00828,100,2,28.507245,-90.858192,27,72,2152651,-57662,3754,N,3349,E,N,N
SS,  114,SS113,1,3,CAIS,OCS Lease, 00064,UNIT,Talos Petroleum LLC,21410,N,1/1/1963,2/28/1994,10/19/1995,2,Y, 00064,57,8,28.832272,-90.835552,27,72,2159411,60571.30,2787,S,3411,W,Y,Y
SS,  114,SS113,SOB HDR,4,FIXED,OCS Lease, 00064,UNIT,Talos Petroleum LLC,21410,Y,1/1/1964,7/21/1993,10/19/1995,2,Y, 00064,57,1,28.832271,-90.83524,27,72,2159511,60571.30,2787,S,3511,W,Y,Y
SS,  145,SS113A,B,1,FIXED,Right-of-Use and Easement,G30158,TERMIN,McMoRan Oil & Gas LLC,21432,N,1/1/1966,9/3/2010,9/15/2010,2,Y,G01014,43,31,28.714633,-90.998647,27,72,2107306,17600.68,1701,S,1894,E,N,N
SS,  293,SS274,B,1,FIXED,OCS Lease,G01043,TERMIN,Apache Corporation,21434,Y,1/1/1970,5/7/2017,5/5/2018,2,Y,G01043,236,63,28.281722,-91.201497,27,72,2042450,-139977.24,2300,N,4350,E,N,N
SS,  120,WILD,1,1,CAIS,OCS Lease,G24926,TERMIN,Talos Energy Offshore LLC,2155,N,2/7/2006,,,2,Y,G24926,40,1,28.80990136,-90.98285904,27,72,2112262,52261.3020,5523,N,3062,W,N,N
SS,   27,SS015,B,1,WP,OCS Lease, 00347,UNIT,Anadarko US Offshore LLC,21611,N,1/1/1962,12/29/1987,12/29/1987,2,N, 00347,12,1,29.113304,-91.135871,27,72,2063060,162476.60,7000,N,660,W,N,N
SS,  154,SS154,13,1,FIXED,OCS Lease, 00420,PROD,Chevron U.S.A. Inc.,21651,Y,1/1/1968,11/18/1992,11/18/1992,2,N, 00420,62,2,28.674285,-91.221562,27,72,2035850,2788.15,850,S,4650,W,N,N
SS,  154,SS154,J,1,FIXED,OCS Lease, 00420,PROD,"Ridgelake Energy, Inc.",21655,N,1/1/1966,,,2,Y, 00420,62,43,28.689342,-91.203189,27,72,2041737,8270.15,6332,S,5063,E,N,N
SS,  189,SS189,B,1,FIXED,OCS Lease,G04232,PROD,Walter Oil & Gas Corporation,2176,Y,3/13/2008,,,2,Y,G04232,68,8,28.58651471,-90.80470738,27,72,2169701,-28757.9260,2773,N,1899,E,Y,Y
SS,  208,SS208,F,1,FIXED,OCS Lease,G01228,PROD,Chevron Pipe Line Company,21781,Y,1/1/1964,12/21/2012,,2,N,,97,59,28.52697428,-90.90532965,27,72,2137480,-50546,10600,N,2920,E,N,N
SS,  223,SS222,B,1,FIXED,OCS Lease,G01526,TERMIN,Talos ERT LLC,21904,Y,1/1/1978,,,2,Y,G01526,144,89,28.485657,-91.320883,27,72,2004001,-65829.54,2040,S,4001,W,Y,Y
SS,  182,SS169,C-DRILL,1,FIXED,OCS Lease,G01019,PROD,"Cox Operating, L.L.C.",21916,Y,1/1/1976,,,2,Y,G01019,50,59,28.618536,-90.994974,27,72,2108587,-17343.39,5320,N,613,E,Y,Y
SS,  114,SS113,38,1,CAIS,OCS Lease, 00064,UNIT,"Comstock Offshore, LLC",21956,N,1/1/1976,9/17/1994,9/25/1994,2,N, 00064,50,3,28.841289,-90.82923,27,72,2161421,63859.30,6075,S,5421,W,N,N
SS,  186,SS186,5,1,CAIS,OCS Lease, 00823,TERMIN,PennzEnergy Company,22169,N,1/1/1978,2/22/1992,2/22/1992,2,N, 00823,63,2,28.607074,-90.807407,27,72,2168800,-21284.92,4700,S,2800,E,N,N
SS,  120,SS113,4,1,CAIS,OCS Lease, 00038,UNIT,"Comstock Offshore, LLC",22227,N,1/1/1979,6/17/1996,8/27/1996,2,N, 00038,40,3,28.801136,-90.954295,27,72,2121422,49102.76,5280,S,3378,E,N,N
SS,   93,SS113,35,1,CAIS,OCS Lease, 00063,UNIT,Talos Petroleum LLC,22231,N,1/1/1979,6/4/2018,6/15/2018,2,N, 00063,24,1,28.883873,-90.830723,27,72,2160875,79342.84,7597,S,4875,W,N,N
SS,  170,SS170,A,1,FIXED,OCS Lease,G03584,TERMIN,Chevron U.S.A. Inc.,22260,Y,1/1/1979,8/29/2002,10/12/2002,2,Y,G03584,58,37,28.657167,-91.075852,27,72,2082600,-3361.85,5300,N,4600,W,N,N
SS,  183,SS169,I,1,FIXED,OCS Lease, 00821,PROD,"Cox Operating, L.L.C.",1045,N,10/4/2001,,,2,Y, 00821,60,17,28.6324364,-90.9785128,27,72,2113854,-12272.3880,249,N,4654,W,N,N
SS,  184,WILD,B,1,CAIS,OCS Lease,G22711,EXPIR,XTO Offshore Inc.,1097,N,4/11/2002,9/5/2007,2/4/2008,2,Y,G22711,60,4,28.62631616,-90.90320452,27,72,2138027,-14415.3880,2392,N,2373,E,N,N
SS,   62,WILD,B,1,CAIS,OCS Lease,G21650,TERMIN,Badger Oil Corporation,1690,Y,11/30/2005,7/7/2009,9/7/2009,2,Y,G21650,26,11,28.97945822,-91.01917642,27,72,2100460,113887.4540,257,S,8740,E,,N
SS,  218,SS230,E,1,FIXED,OCS Lease,G01022,PROD,"W & T Offshore, Inc.",1833,N,1/1/2006,,,2,Y,G01022,112,5,28.50901455,-91.07172444,27,72,2084047,-57239.0020,3331,N,6047,W,N,N
SS,  351,WILD,A,1,FIXED,OCS Lease,G26078,TERMIN,"Bennu Oil & Gas, LLC",1942,N,10/9/2006,10/9/2021,,2,Y,G26078,339,20,28.06653177,-90.99462611,27,72,2109292,-218111.48,3335,S,92,W,N,N
SS,  209,SS208,D,1,FIXED,OCS Lease, 00827,PROD,"EPL Oil & Gas, LLC",20327,Y,1/1/1963,12/30/2008,,2,Y, 00827,95,16,28.531712,-90.892638,27,72,2141550,-48808,5100,S,1150,W,N,N
SS,  154,SS154,D,1,FIXED,OCS Lease, 00420,PROD,Chevron U.S.A. Inc.,20522,Y,1/1/1957,12/24/1992,12/24/1992,2,N, 00420,57,10,28.697978,-91.231334,27,72,2032708,11401.68,4498,N,1508,W,N,N
SS,  149,SS154,CA,3,FIXED,OCS Lease, 00434,TERMIN,"W & T Offshore, Inc.",20629,Y,1/1/1982,,,2,Y, 00434,55,11,28.735162,-91.21165,27,72,2039006,24930.22,4931,N,7794,E,Y,Y
SS,  269,SS274,A,1,FIXED,OCS Lease,G01036,PROD,"Maritech Resources, Inc.",20723,Y,1/1/1965,9/28/2012,10/2/2012,2,Y,G01036,170,51,28.33145,-91.204913,27,72,2041330,-121891.70,1824,S,5470,E,N,N
SS,  107,SS108,A,1,WP,OCS Lease, 00814,PROD,Chevron U.S.A. Inc.,20766,N,1/1/1957,12/31/1990,6/10/2017,2,N, 00814,21,2,28.85478489,-91.14054033,27,72,2061727,68463.84,3282,N,673,E,N,N
SS,   94,SS113,A,1,FIXED,OCS Lease,G01983,TERMIN,Odeco Oil & Gas Company,20999,Y,1/1/1971,2/8/1988,2/8/1988,2,N,G01983,27,7,28.876808,-90.850959,27,72,2154409,76745.84,5000,S,1591,E,N,N
SS,  230,SS230,B,1,FIXED,OCS Lease, 00831,PROD,"W & T Offshore, Inc.",21001,Y,1/1/1973,,,2,Y, 00831,126,27,28.455026,-91.028857,27,72,2097871,-76840.08,4991,S,4271,W,N,N
SS,   33,SS032,C-1,1,FIXED,OCS Lease, 00336,TERMIN,"W & T Offshore, Inc.",21170,Y,1/1/1981,,,2,Y, 00336,20,35,29.093296,-91.283085,27,72,2016050,155150.06,365,N,450,W,N,N
SS,  216,SS207,4,1,CAIS,OCS Lease,G01524,TERMIN,Apache Corporation,21190,N,1/1/1969,5/5/2005,7/8/2005,2,N,G01524,107,11,28.501671,-90.966412,27,72,2117889,-59817,5909,N,6911,E,N,N
SS,  205,SS204,4,1,WP,OCS Lease,G01521,RELINQ,"Norcen Explorer, Inc.",21210,N,1/1/1971,5/30/1996,6/6/1996,2,N,G01521,107,4,28.521827,-91.081239,27,72,2080980,-52586,1322,S,2980,W,N,N
SS,   28,SS028,D,2,FIXED,OCS Lease, 00346,UNIT,"W & T Offshore, Inc.",21225,Y,1/1/1966,,,2,Y, 00346,15,4,29.120785,-91.176911,27,72,2049950,165176.60,4300,N,3150,W,Y,Y
SS,  207,SS207,B,1,FIXED,OCS Lease,G01523,TERMIN,Apache Corporation,21228,Y,1/1/1968,1/24/2009,8/31/2009,2,N,G01523,100,50,28.537078,-90.963613,27,72,2118747,-46937,6971,S,6053,E,N,N
SS,  114,SS113,9,1,WP,OCS Lease, 00064,UNIT,"Comstock Offshore, LLC",21278,N,1/1/1965,5/18/1993,10/19/1995,2,N, 00064,52,2,28.830782,-90.839278,27,72,2158220,60024.30,2240,S,2220,W,N,N
SS,  114,SS113,L,4,FIXED,OCS Lease, 00064,UNIT,Talos Petroleum LLC,21284,Y,1/1/1989,,,2,Y, 00064,38,28,28.86160658,-90.82839483,27,72,2161656,71248.84,497,N,5656,W,Y,Y
SS,   94,SS113,9,1,CAIS,OCS Lease, 00042,UNIT,"Comstock Offshore, LLC",21365,N,1/1/1970,7/14/1990,7/14/1990,2,N, 00042,32,1,28.86695,-90.862279,27,72,2150800,73145.84,1400,S,5200,E,N,N
SS,   94,SS113,14,1,CAIS,OCS Lease, 00042,UNIT,"Comstock Offshore, LLC",21378,N,1/1/1971,7/13/1990,7/13/1990,2,N, 00042,29,1,28.868846,-90.854461,27,72,2153300,73845.84,2100,S,2700,E,N,N
SS,   93,SS113,25,1,CAIS,OCS Lease, 00063,UNIT,"Comstock Offshore, LLC",21379,N,1/1/1973,8/4/1993,8/4/1993,2,N, 00063,24,2,28.895497,-90.804084,27,72,2169382,83608.37,2099,N,2218,E,N,N
SS,   26,CP000,7,1,CAIS,OCS Lease,G01441,TERMIN,"Apache Shelf, Inc.",21404,N,1/1/1969,8/2/2014,10/16/2014,2,N,G01441,10,3,29.104235,-91.078308,27,72,2081450,159215.06,3700,S,3450,W,N,N
SS,   26,CP000,E,5,FIXED,OCS Lease,G01441,TERMIN,"Apache Shelf, Inc.",21408,N,1/1/1977,9/6/2014,10/16/2014,2,Y,G01441,9,1,29.108113,-91.058234,27,72,2087858,160640.06,5125,S,9858,W,N,N
SS,   26,CP000,D-QTR,4,FIXED,OCS Lease,G01441,TERMIN,"Apache Shelf, Inc.",21408,N,1/1/1973,8/20/2014,10/16/2014,2,Y,G01441,9,2,29.10887,-91.058335,27,72,2087825,160915.06,5400,S,5775,E,N,N
SS,  229,SS230,B,1,FIXED,OCS Lease, 00830,PROD,"W & T Offshore, Inc.",21428,Y,1/1/1971,,,2,Y, 00830,125,33,28.470263,-91.087341,27,72,2079060,-71343.54,3474,N,1060,W,N,N
SS,  229,SS230,A,1,FIXED,OCS Lease, 00830,PROD,"W & T Offshore, Inc.",21429,Y,1/1/1966,,,2,Y, 00830,130,88,28.4558975,-91.08133471,27,72,2081002,-76564.0780,5267,S,3002,W,Y,Y
SS,  274,SS274,A,1,FIXED,OCS Lease,G01039,PROD,GOM Shelf LLC,21433,Y,1/1/1964,,,2,Y,G01039,235,113,28.320828,-91.212833,27,72,2038785,-125757.70,2042,N,8015,E,Y,Y
SS,  108,SS107,CQRTS,1,FIXED,OCS Lease, 00814,PROD,"Cox Operating, L.L.C.",21786,N,1/1/1973,,,2,Y, 00814,26,45,28.85937,-91.130693,27,72,2064877,70136.84,1609,N,2477,W,Y,Y
SS,  108,SS107,B,2,FIXED,OCS Lease, 00814,PROD,"Cox Operating, L.L.C.",21786,Y,1/1/1961,,,2,Y, 00814,26,8,28.85937,-91.13038,27,72,2064977,70136.84,1609,N,2577,W,Y,Y
SS,  108,SS107,CA,4,FIXED,OCS Lease, 00814,PROD,"Cox Operating, L.L.C.",21786,N,1/1/1961,,,2,Y, 00814,26,1,28.859645,-91.130692,27,72,2064877,70236.84,1509,N,2477,W,Y,Y
SS,  119,SS113,11,1,CAIS,OCS Lease, 00069,UNIT,"Comstock Offshore, LLC",21887,N,1/1/1975,8/4/1993,8/4/1993,2,N, 00069,46,2,28.806219,-90.92961,27,72,2129323,50978.30,6806,N,4523,W,N,N
SS,  182,SS169,C-PRD,2,FIXED,OCS Lease,G01019,PROD,"Cox Operating, L.L.C.",21916,Y,1/1/1977,,,2,Y,G01019,50,14,28.618316,-90.994974,27,72,2108587,-17423.39,5400,N,613,E,Y,Y
SS,  198,SS176,I,3,FIXED,OCS Lease,G12355,PROD,"Renaissance Offshore, LLC",21972,Y,1/1/1976,,,2,Y,G12355,100,38,28.583615,-91.279501,27,72,2017282,-30199.92,4215,N,1682,W,Y,Y
SS,   72,SS072,J,1,FIXED,OCS Lease, 00060,UNIT,"Sanare Energy Partners, LLC",22052,Y,1/1/1978,,,2,Y,G12348,20,106,28.954091,-90.960667,27,72,2119200,104718.91,5050,S,5600,E,Y,Y
SS,   72,SS072,LQ,5,FIXED,OCS Lease, 00060,UNIT,"Sanare Energy Partners, LLC",22052,N,1/1/1980,,,2,Y,G12348,20,17,28.95382,-90.960918,27,72,2119120,104619.91,4864,S,5658,E,Y,Y
SS,   28,SS028,33,1,CAIS,OCS Lease, 00346,UNIT,"W & T Offshore, Inc.",22120,N,1/1/1978,,,2,N, 00346,14,1,29.127161,-91.178852,27,72,2049327,167494.60,1982,N,2527,W,N,N
SS,   93,SS113,33,1,CAIS,OCS Lease, 00063,UNIT,"Comstock Offshore, LLC",22143,N,1/1/1978,6/17/1996,9/2/1996,2,N, 00063,25,4,28.88668,-90.836168,27,72,2159128,80355.84,8610,S,3128,W,N,N
SS,  320,SS320,A,1,FIXED,OCS Lease,G02144,TERMIN,"Dominion Exploration & Production, Inc.",22177,Y,1/1/1978,7/15/1990,7/15/1990,2,N,G02144,320,3,28.143846,-91.324966,27,72,2002698,-190150.40,3373,S,2698,W,N,N
SS,   26,CP000,10,1,CAIS,OCS Lease,G01441,TERMIN,"Apache Shelf, Inc.",22194,N,1/1/1969,8/2/2014,10/16/2014,2,N,G01441,10,5,29.10704,-91.054,27,72,2089211,160253.06,4738,S,4389,E,N,N
SS,   26,CP000,12,1,CAIS,OCS Lease,G01441,TERMIN,"Apache Shelf, Inc.",22257,N,1/1/1979,7/26/2014,10/16/2014,2,N,G01441,10,15,29.098396,-91.047171,27,72,2091400,157115.06,1600,S,2200,E,N,N
SS,   68,PL010,1,1,CAIS,OCS Lease,G02917,RELINQ,Apache Corporation,22301,N,1/1/1979,9/29/2013,9/29/2013,2,N,G02917,30,6,28.944943,-90.760391,27,72,2183275.682371,101656.68,638,S,3324,E,N,N
SS,  113,SS113,35,1,CAIS,OCS Lease, 00067,UNIT,"Comstock Offshore, LLC",22399,N,1/1/1980,9/17/1993,9/6/1994,2,N, 00067,40,2,28.859188,-90.854841,27,72,2153193,70332.84,1413,N,2807,E,N,N
SS,  169,SS169,BB,1,FIXED,OCS Lease, 00820,TERMIN,Fieldwood Energy LLC,22423,Y,1/1/1980,,,2,Y, 00820,57,46,28.646151,-91.019776,27,72,2100600,-7323.39,4700,S,7000,W,N,N
SS,   91,SS091,B,2,FIXED,OCS Lease,G02919,TERMIN,Apache Corporation,22441,Y,1/1/1982,,,2,Y,G02919,35,55,28.91866537,-90.77403776,27,72,2178957,92079.10,5542,S,7357,W,N,N
SS,  117,SS113,3,1,CAIS,OCS Lease, 00065,UNIT,"Comstock Offshore, LLC",22584,N,1/1/1982,9/17/1993,9/25/1994,2,N, 00065,53,1,28.824024,-90.843171,27,72,2156984,57561.30,223,N,984,W,N,N
SS,   15,SS015,Q,2,FIXED,OCS Lease,G03411,TERMIN,Quintana Petroleum Corporation,22595,N,1/1/1982,8/15/1991,8/15/1991,2,N,G03411,10,1,29.135572,-91.109477,27,72,2071473,170589.60,1113,S,6527,E,N,N
SS,  168,SS169,D,1,FIXED,OCS Lease, 00819,PROD,"Cox Operating, L.L.C.",22598,N,1/1/1981,,,2,Y, 00819,48,39,28.656112,-90.978286,27,72,2113900,-3661.85,5600,N,4700,W,N,N
SS,   93,SS113,31,1,CAIS,OCS Lease, 00063,UNIT,"Comstock Offshore, LLC",22712,N,1/1/1982,6/17/1996,9/2/1996,2,N, 00063,28,3,28.888976,-90.836909,27,72,2158887,81189.84,9444,S,2887,W,N,N
SS,   63,SS072,10,1,CAIS,OCS Lease, 00057,UNIT,"PetroQuest Energy, L.L.C.",22786,N,1/1/1983,10/13/2013,12/9/2013,2,N, 00057,33,8,28.986806,-90.946472,27,72,2123700,116630.45,3000,S,1100,E,N,N
SS,  214,SS208,L,1,FIXED,OCS Lease, 00828,PROD,"W & T Offshore, Inc.",22813,Y,1/1/1983,,,2,Y, 00828,115,35,28.489277,-90.872601,27,72,2148048,-64215.54,3654,S,7952,E,N,N
SS,  183,SS169,F,1,FIXED,OCS Lease, 00821,PROD,Chevron U.S.A. Inc.,22832,N,1/1/1983,9/14/2012,9/26/2012,2,Y, 00821,66,7,28.60870881,-90.9799327,27,72,2113425,-20902.9260,5082,S,4225,W,N,N
SS,   27,SS015,A,1,FIXED,OCS Lease, 00347,UNIT,Anadarko US Offshore LLC,22842,Y,1/1/1983,1/19/1995,3/13/1995,2,N, 00347,12,1,29.130435,-91.114553,27,72,2069856,168718.60,758,N,7456,W,N,N
SS,  136,SS113A,1,1,CAIS,OCS Lease,G03790,TERMIN,Murphy Exploration & Production Company,22871,N,1/1/1983,9/17/1993,8/18/1994,2,N,G03790,56,2,28.779959,-90.930502,27,72,2129071,41427.76,2395,N,4271,W,N,N
SS,  134,SS113A,A,1,FIXED,OCS Lease,G05201,TERMIN,Murphy Exploration & Production Company,22900,Y,1/1/1984,11/29/2000,6/22/2002,2,Y,G05201,65,11,28.759523,-91.011021,27,72,2103293,33914.22,4053,S,5907,E,N,N
SS,  134,SS113A,9,1,CAIS,OCS Lease,G05201,TERMIN,Murphy Exploration & Production Company,22903,N,1/1/1984,9/5/2000,10/20/2000,2,N,G05201,45,3,28.758272,-91.017793,27,72,2101124,33453.22,3592,S,8076,E,N,N
SS,   72,SS072,23,1,CAIS,OCS Lease,G12348,UNIT,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,22952,N,1/1/1984,11/28/1993,12/15/1993,2,N,G12348,30,1,28.962106,-90.960277,27,72,2119315,107633.91,7965,S,5485,E,N,N
SS,  177,SS176,C,1,WP,OCS Lease, 00590,TERMIN,"W & T Offshore, Inc.",22953,N,1/1/1984,11/6/2007,8/7/2008,2,Y, 00590,92,10,28.597928,-91.249757,27,72,2026827,-24988.92,996,S,4373,E,N,N
SS,  120,SS113A,5,1,CAIS,OCS Lease,G05545,TERMIN,Murphy Exploration & Production Company,22988,N,1/1/1984,8/5/2000,10/10/2000,2,N,G05545,47,1,28.80491,-90.986348,27,72,2111150,50442.76,6620,S,1950,W,N,N
SS,  114,SS113,57,1,CAIS,OCS Lease, 00064,UNIT,"Comstock Offshore, LLC",23260,N,1/1/1986,4/22/1993,10/19/1995,2,N, 00064,50,2,28.827593,-90.836546,27,72,2159100,58868.30,1084,S,3100,W,N,N
SS,   93,SS113,51,1,CAIS,OCS Lease, 00063,UNIT,Talos Petroleum LLC,23272,N,1/1/1986,7/4/2012,8/12/2012,2,N, 00063,32,5,28.899143,-90.831,27,72,2160762,84895.37,812,N,4762,W,N,N
SS,  189,SS189,C,1,CAIS,OCS Lease,G04232,PROD,Walter Oil & Gas Corporation,2353,N,1/22/2010,,,2,Y,G04232,73,2,28.57477907,-90.80508329,27,72,2169600,-33026.4640,6920,S,2000,E,N,N
SS,  113,SS113,N,1,CAIS,OCS Lease, 00067,UNIT,Talos Petroleum LLC,23551,N,1/1/1988,8/24/2014,9/9/2014,2,N, 00067,50,4,28.862169,-90.852781,27,72,2153848,71419.84,326,N,2152,E,N,N
SS,  202,SS176,A,1,FIXED,Right-of-Use and Easement,G30241,TERMIN,"Northstar Offshore Group, LLC",23560,Y,1/1/1988,7/13/2018,11/24/2018,2,Y,G31394,112,106,28.544285,-91.233653,27,72,2032013,-44493.46,4547,N,813,W,N,N
SS,   32,SS032,20,1,CAIS,OCS Lease, 00335,TERMIN,"W & T Offshore, Inc.",23585,N,1/1/1989,10/26/2016,12/16/2016,2,N, 00335,15,1,29.088389,-91.285749,27,72,2015200,153365.06,2150,N,400,E,N,N
SS,  277,SS291,A,1,FIXED,OCS Lease,G09627,SOP,Monforte Exploration L.L.C.,23591,Y,1/1/1989,,,2,Y,G09627,218,144,28.299314,-91.087579,27,72,2079117,-133518.24,4159,S,1117,W,Y,Y
SS,   66,SS069,5,1,CAIS,OCS Lease,G06736,TERMIN,McMoRan Oil & Gas LLC,23597,N,1/1/1989,12/17/2018,8/6/2019,2,N,G06736,26,6,28.983542,-90.833425,27,72,2159852,115583.45,1953,S,3852,W,N,N
SS,  111,SS111,A,1,FIXED,OCS Lease,G24924,TERMIN,Talos Energy Offshore LLC,23908,Y,1/30/2000,7/27/2022,9/14/2022,2,Y,G24924,41,49,28.84167799,-90.94674757,27,72,2123790,63854.3020,6070,S,1010,E,N,N
SS,   58,SS058,A-AUX,1,CAIS,OCS Lease,G07746,TERMIN,Talos Third Coast LLC,23930,Y,1/1/1991,,,2,Y,G07746,12,111,28.982737,-91.218953,27,72,2036575,114960.45,1245,S,5459,W,N,N
SS,   93,SS113,43,1,CAIS,OCS Lease, 00063,UNIT,Talos Petroleum LLC,23934,N,1/1/1990,,,2,N, 00063,25,8,28.892395,-90.830459,27,72,2160946,82442.37,3265,N,4946,W,N,N
SS,   90,SS113,56,1,CAIS,OCS Lease,G05540,TERMIN,Murphy Exploration & Production Company,23947,N,1/1/1991,9/2/1999,11/5/1999,2,N,G05540,24,3,28.905176,-90.832445,27,72,2160290,87087.37,1380,S,4290,W,N,N
SS,  268,SS274,C,1,FIXED,OCS Lease,G07757,TERMIN,"Maritech Resources, Inc.",23955,Y,9/26/1991,10/15/2010,12/4/2010,2,Y,G07757,201,20,28.342349,-91.184436,27,72,2047915,-117919.70,5796,S,1115,W,N,N
SS,   72,SS072,L,1,CAIS,OCS Lease,G12348,UNIT,"Sanare Energy Partners, LLC",23999,N,9/15/1992,,,2,N,G12348,33,10,28.955716,-90.953066,27,72,2121629,105317.91,5649,S,3171,E,N,N
